timestamp,EAR,blink_detected,eye_state
2025-01-01 10:03:17,0.274,0,open
2025-01-01 10:03:18,0.262,0,squint
2025-01-01 10:03:19,0.238,0,open
2025-01-01 10:03:20,0.213,0,closed
2025-01-01 10:03:21,0.168,0,open
2025-01-01 10:03:22,0.236,0,squint
2025-01-01 10:03:23,0.247,0,open
2025-01-01 10:03:24,0.344,0,open
2025-01-01 10:03:25,0.151,0,squint
2025-01-01 10:03:26,0.262,0,open
2025-01-01 10:03:27,0.206,0,open
2025-01-01 10:03:28,0.324,0,open
2025-01-01 10:03:29,0.15,0,open
2025-01-01 10:03:30,0.338,0,open
2025-01-01 10:03:31,0.176,0,squint
2025-01-01 10:03:32,0.303,1,squint
2025-01-01 10:03:33,0.213,0,open
2025-01-01 10:03:34,0.247,0,open
2025-01-01 10:03:35,0.209,0,squint
2025-01-01 10:03:36,0.199,0,open
2025-01-01 10:03:37,0.237,0,open
2025-01-01 10:03:38,0.332,0,open
2025-01-01 10:03:39,0.157,0,open
2025-01-01 10:03:40,0.193,0,closed
2025-01-01 10:03:41,0.241,0,open
2025-01-01 10:03:42,0.313,1,open
2025-01-01 10:03:43,0.274,0,open
2025-01-01 10:03:44,0.308,0,closed
2025-01-01 10:03:45,0.324,0,closed
2025-01-01 10:03:46,0.205,0,closed
2025-01-01 10:03:47,0.213,0,open
2025-01-01 10:03:48,0.309,0,open
2025-01-01 10:03:49,0.181,0,open
2025-01-01 10:03:50,0.271,0,open
2025-01-01 10:03:51,0.225,0,open
2025-01-01 10:03:52,0.157,1,open
2025-01-01 10:03:53,0.3,0,open
2025-01-01 10:03:54,0.34,0,open
2025-01-01 10:03:55,0.317,0,squint
2025-01-01 10:03:56,0.345,0,open
2025-01-01 10:03:57,0.168,0,open
2025-01-01 10:03:58,0.28,0,closed
2025-01-01 10:03:59,0.322,1,open
2025-01-01 10:04:00,0.326,0,open
2025-01-01 10:04:01,0.331,0,open
2025-01-01 10:04:02,0.185,0,open
2025-01-01 10:04:03,0.197,0,open
2025-01-01 10:04:04,0.322,0,open
2025-01-01 10:04:05,0.278,0,open
2025-01-01 10:04:06,0.341,0,open
2025-01-01 10:04:07,0.177,0,open
2025-01-01 10:04:08,0.294,0,closed
2025-01-01 10:04:09,0.292,0,open
2025-01-01 10:04:10,0.264,0,open
2025-01-01 10:04:11,0.342,0,squint
2025-01-01 10:04:12,0.211,0,closed
2025-01-01 10:04:13,0.218,0,squint
2025-01-01 10:04:14,0.3,0,open
2025-01-01 10:04:15,0.174,0,open
2025-01-01 10:04:16,0.34,0,open
2025-01-01 10:04:17,0.33,0,open
2025-01-01 10:04:18,0.243,0,open
2025-01-01 10:04:19,0.27,0,open
2025-01-01 10:04:20,0.317,0,closed
2025-01-01 10:04:21,0.336,0,open
2025-01-01 10:04:22,0.242,0,open
2025-01-01 10:04:23,0.154,0,open
2025-01-01 10:04:24,0.332,0,open
2025-01-01 10:04:25,0.235,0,squint
2025-01-01 10:04:26,0.187,0,open
2025-01-01 10:04:27,0.316,0,open
2025-01-01 10:04:28,0.309,0,open
2025-01-01 10:04:29,0.308,0,open
2025-01-01 10:04:30,0.169,0,open
2025-01-01 10:04:31,0.276,0,open
2025-01-01 10:04:32,0.268,0,open
2025-01-01 10:04:33,0.219,0,open
2025-01-01 10:04:34,0.285,0,squint
2025-01-01 10:04:35,0.248,0,open
2025-01-01 10:04:36,0.2,0,open
2025-01-01 10:04:37,0.207,0,open
2025-01-01 10:04:38,0.186,0,closed
2025-01-01 10:04:39,0.283,0,open
2025-01-01 10:04:40,0.195,0,open
2025-01-01 10:04:41,0.258,0,open
2025-01-01 10:04:42,0.264,0,open
2025-01-01 10:04:43,0.323,0,squint
2025-01-01 10:04:44,0.324,0,open
2025-01-01 10:04:45,0.215,0,closed
2025-01-01 10:04:46,0.241,0,open
2025-01-01 10:04:47,0.217,0,closed
2025-01-01 10:04:48,0.341,0,open
2025-01-01 10:04:49,0.204,0,open
2025-01-01 10:04:50,0.328,1,open
2025-01-01 10:04:51,0.157,0,open
2025-01-01 10:04:52,0.248,0,closed
2025-01-01 10:04:53,0.328,0,open
2025-01-01 10:04:54,0.161,0,open
2025-01-01 10:04:55,0.184,0,open
2025-01-01 10:04:56,0.29,0,squint
2025-01-01 10:04:57,0.184,1,squint
2025-01-01 10:04:58,0.197,0,squint
2025-01-01 10:04:59,0.168,0,open
2025-01-01 10:05:00,0.323,0,closed
2025-01-01 10:05:01,0.236,0,open
2025-01-01 10:05:02,0.235,0,open
2025-01-01 10:05:03,0.289,0,open
2025-01-01 10:05:04,0.334,0,open
2025-01-01 10:05:05,0.233,0,closed
2025-01-01 10:05:06,0.213,0,open
2025-01-01 10:05:07,0.232,0,closed
2025-01-01 10:05:08,0.283,0,open
2025-01-01 10:05:09,0.167,0,open
2025-01-01 10:05:10,0.293,0,open
2025-01-01 10:05:11,0.168,0,open
2025-01-01 10:05:12,0.326,0,open
2025-01-01 10:05:13,0.209,0,open
2025-01-01 10:05:14,0.213,0,closed
2025-01-01 10:05:15,0.257,0,open
2025-01-01 10:05:16,0.266,0,open
2025-01-01 10:05:17,0.225,0,squint
2025-01-01 10:05:18,0.244,0,open
2025-01-01 10:05:19,0.236,0,open
2025-01-01 10:05:20,0.255,0,open
2025-01-01 10:05:21,0.341,0,open
2025-01-01 10:05:22,0.263,0,open
2025-01-01 10:05:23,0.256,1,closed
2025-01-01 10:05:24,0.182,0,open
2025-01-01 10:05:25,0.241,1,closed
2025-01-01 10:05:26,0.163,0,open
2025-01-01 10:05:27,0.199,0,open
2025-01-01 10:05:28,0.181,0,open
2025-01-01 10:05:29,0.318,0,closed
2025-01-01 10:05:30,0.344,0,open
2025-01-01 10:05:31,0.237,0,closed
2025-01-01 10:05:32,0.298,0,closed
2025-01-01 10:05:33,0.252,1,open
2025-01-01 10:05:34,0.265,0,open
2025-01-01 10:05:35,0.263,0,squint
2025-01-01 10:05:36,0.322,0,open
2025-01-01 10:05:37,0.213,0,open
2025-01-01 10:05:38,0.293,0,open
2025-01-01 10:05:39,0.338,0,open
2025-01-01 10:05:40,0.255,0,closed
2025-01-01 10:05:41,0.28,0,open
2025-01-01 10:05:42,0.266,0,open
2025-01-01 10:05:43,0.217,0,open
2025-01-01 10:05:44,0.329,0,open
2025-01-01 10:05:45,0.262,0,closed
2025-01-01 10:05:46,0.342,0,closed
2025-01-01 10:05:47,0.161,0,open
2025-01-01 10:05:48,0.298,0,open
2025-01-01 10:05:49,0.246,0,open
2025-01-01 10:05:50,0.302,1,open
2025-01-01 10:05:51,0.259,0,open
2025-01-01 10:05:52,0.318,0,closed
2025-01-01 10:05:53,0.209,0,open
2025-01-01 10:05:54,0.254,0,open
2025-01-01 10:05:55,0.252,0,open
2025-01-01 10:05:56,0.166,0,open
2025-01-01 10:05:57,0.293,0,open
2025-01-01 10:05:58,0.19,0,open
2025-01-01 10:05:59,0.311,0,open
2025-01-01 10:06:00,0.333,0,closed
2025-01-01 10:06:01,0.233,1,open
2025-01-01 10:06:02,0.273,0,squint
2025-01-01 10:06:03,0.165,0,squint
2025-01-01 10:06:04,0.247,0,open
2025-01-01 10:06:05,0.22,0,open
2025-01-01 10:06:06,0.349,0,closed
2025-01-01 10:06:07,0.201,0,open
2025-01-01 10:06:08,0.34,0,closed
2025-01-01 10:06:09,0.335,0,open
2025-01-01 10:06:10,0.237,0,open
2025-01-01 10:06:11,0.272,0,squint
2025-01-01 10:06:12,0.344,0,squint
2025-01-01 10:06:13,0.328,0,open
2025-01-01 10:06:14,0.211,0,open
2025-01-01 10:06:15,0.312,0,open
2025-01-01 10:06:16,0.274,0,squint
2025-01-01 10:06:17,0.295,0,open
2025-01-01 10:06:18,0.296,0,closed
2025-01-01 10:06:19,0.171,0,closed
2025-01-01 10:06:20,0.207,0,squint
2025-01-01 10:06:21,0.306,1,open
2025-01-01 10:06:22,0.27,0,open
2025-01-01 10:06:23,0.191,0,open
2025-01-01 10:06:24,0.204,0,open
2025-01-01 10:06:25,0.314,0,open
2025-01-01 10:06:26,0.345,0,open
2025-01-01 10:06:27,0.166,0,open
2025-01-01 10:06:28,0.329,0,open
2025-01-01 10:06:29,0.287,0,open
2025-01-01 10:06:30,0.206,0,open
2025-01-01 10:06:31,0.343,0,closed
2025-01-01 10:06:32,0.298,0,open
2025-01-01 10:06:33,0.224,0,open
2025-01-01 10:06:34,0.21,0,open
2025-01-01 10:06:35,0.172,0,open
2025-01-01 10:06:36,0.194,0,open
2025-01-01 10:06:37,0.192,0,squint
2025-01-01 10:06:38,0.215,1,open
2025-01-01 10:06:39,0.311,0,open
2025-01-01 10:06:40,0.284,0,open
2025-01-01 10:06:41,0.157,0,open
2025-01-01 10:06:42,0.337,0,open
2025-01-01 10:06:43,0.317,0,open
2025-01-01 10:06:44,0.321,0,open
2025-01-01 10:06:45,0.293,0,open
2025-01-01 10:06:46,0.296,0,closed
2025-01-01 10:06:47,0.21,0,closed
2025-01-01 10:06:48,0.256,1,closed
2025-01-01 10:06:49,0.322,0,open
2025-01-01 10:06:50,0.28,0,open
2025-01-01 10:06:51,0.249,0,open
2025-01-01 10:06:52,0.24,0,open
2025-01-01 10:06:53,0.336,0,open
2025-01-01 10:06:54,0.296,0,open
2025-01-01 10:06:55,0.298,0,open
2025-01-01 10:06:56,0.347,0,open
2025-01-01 10:06:57,0.308,0,open
2025-01-01 10:06:58,0.199,0,open
2025-01-01 10:06:59,0.267,0,open
2025-01-01 10:07:00,0.253,0,open
2025-01-01 10:07:01,0.341,0,open
2025-01-01 10:07:02,0.285,0,open
2025-01-01 10:07:03,0.335,0,closed
2025-01-01 10:07:04,0.231,0,open
2025-01-01 10:07:05,0.292,1,open
2025-01-01 10:07:06,0.253,0,open
2025-01-01 10:07:07,0.313,0,open
2025-01-01 10:07:08,0.165,0,closed
2025-01-01 10:07:09,0.342,0,closed
2025-01-01 10:07:10,0.284,0,open
2025-01-01 10:07:11,0.172,0,closed
2025-01-01 10:07:12,0.34,0,open
2025-01-01 10:07:13,0.304,0,open
2025-01-01 10:07:14,0.194,0,open
2025-01-01 10:07:15,0.318,0,open
2025-01-01 10:07:16,0.296,0,closed
2025-01-01 10:07:17,0.301,0,open
2025-01-01 10:07:18,0.311,0,closed
2025-01-01 10:07:19,0.227,0,open
2025-01-01 10:07:20,0.3,1,open
2025-01-01 10:07:21,0.183,0,open
2025-01-01 10:07:22,0.209,0,open
2025-01-01 10:07:23,0.311,0,squint
2025-01-01 10:07:24,0.198,0,open
2025-01-01 10:07:25,0.346,0,closed
2025-01-01 10:07:26,0.287,0,open
2025-01-01 10:07:27,0.205,0,open
2025-01-01 10:07:28,0.291,0,open
2025-01-01 10:07:29,0.345,1,open
2025-01-01 10:07:30,0.158,1,open
2025-01-01 10:07:31,0.326,0,open
2025-01-01 10:07:32,0.161,0,open
2025-01-01 10:07:33,0.198,0,open
2025-01-01 10:07:34,0.264,0,open
2025-01-01 10:07:35,0.267,0,closed
2025-01-01 10:07:36,0.174,0,open
2025-01-01 10:07:37,0.265,0,open
2025-01-01 10:07:38,0.32,0,closed
2025-01-01 10:07:39,0.23,0,open
2025-01-01 10:07:40,0.32,0,open
2025-01-01 10:07:41,0.334,0,open
2025-01-01 10:07:42,0.323,0,open
2025-01-01 10:07:43,0.168,0,open
2025-01-01 10:07:44,0.32,0,closed
2025-01-01 10:07:45,0.242,0,open
2025-01-01 10:07:46,0.31,0,closed
2025-01-01 10:07:47,0.328,0,open
2025-01-01 10:07:48,0.302,0,open
2025-01-01 10:07:49,0.296,0,closed
2025-01-01 10:07:50,0.306,1,closed
2025-01-01 10:07:51,0.158,0,open
2025-01-01 10:07:52,0.345,0,closed
2025-01-01 10:07:53,0.254,0,open
2025-01-01 10:07:54,0.154,0,closed
2025-01-01 10:07:55,0.332,0,closed
2025-01-01 10:07:56,0.169,0,closed
2025-01-01 10:07:57,0.334,0,closed
2025-01-01 10:07:58,0.259,0,squint
2025-01-01 10:07:59,0.247,0,open
2025-01-01 10:08:00,0.284,0,open
2025-01-01 10:08:01,0.29,0,squint
2025-01-01 10:08:02,0.261,0,closed
2025-01-01 10:08:03,0.166,0,open
2025-01-01 10:08:04,0.219,0,open
2025-01-01 10:08:05,0.337,0,closed
2025-01-01 10:08:06,0.187,0,closed
2025-01-01 10:08:07,0.184,0,open
2025-01-01 10:08:08,0.16,0,closed
2025-01-01 10:08:09,0.188,0,squint
2025-01-01 10:08:10,0.31,0,open
2025-01-01 10:08:11,0.244,0,closed
2025-01-01 10:08:12,0.194,1,closed
2025-01-01 10:08:13,0.289,0,closed
2025-01-01 10:08:14,0.271,0,open
2025-01-01 10:08:15,0.321,0,closed
2025-01-01 10:08:16,0.314,0,closed
2025-01-01 10:08:17,0.273,0,open
2025-01-01 10:08:18,0.189,0,open
2025-01-01 10:08:19,0.314,0,closed
2025-01-01 10:08:20,0.152,0,open
2025-01-01 10:08:21,0.235,0,open
2025-01-01 10:08:22,0.303,0,closed
2025-01-01 10:08:23,0.271,0,open
2025-01-01 10:08:24,0.338,0,open
2025-01-01 10:08:25,0.334,0,closed
2025-01-01 10:08:26,0.334,0,open
2025-01-01 10:08:27,0.244,0,open
2025-01-01 10:08:28,0.301,0,open
2025-01-01 10:08:29,0.152,0,squint
2025-01-01 10:08:30,0.194,0,open
2025-01-01 10:08:31,0.188,0,squint
2025-01-01 10:08:32,0.291,0,open
2025-01-01 10:08:33,0.319,0,open
2025-01-01 10:08:34,0.162,0,closed
2025-01-01 10:08:35,0.233,0,squint
2025-01-01 10:08:36,0.168,0,open
2025-01-01 10:08:37,0.179,0,open
2025-01-01 10:08:38,0.165,0,open
2025-01-01 10:08:39,0.164,0,closed
2025-01-01 10:08:40,0.175,0,open
2025-01-01 10:08:41,0.265,0,open
2025-01-01 10:08:42,0.269,0,squint
2025-01-01 10:08:43,0.279,0,closed
2025-01-01 10:08:44,0.267,0,open
2025-01-01 10:08:45,0.322,0,open
2025-01-01 10:08:46,0.247,0,closed
2025-01-01 10:08:47,0.285,0,open
2025-01-01 10:08:48,0.325,0,closed
2025-01-01 10:08:49,0.255,0,open
2025-01-01 10:08:50,0.257,0,open
2025-01-01 10:08:51,0.318,0,open
2025-01-01 10:08:52,0.151,0,open
2025-01-01 10:08:53,0.339,0,squint
2025-01-01 10:08:54,0.327,0,open
2025-01-01 10:08:55,0.276,0,open
2025-01-01 10:08:56,0.325,0,open
2025-01-01 10:08:57,0.348,0,open
2025-01-01 10:08:58,0.284,0,closed
2025-01-01 10:08:59,0.349,0,squint
2025-01-01 10:09:00,0.261,0,open
2025-01-01 10:09:01,0.34,0,closed
2025-01-01 10:09:02,0.162,0,closed
2025-01-01 10:09:03,0.223,0,open
2025-01-01 10:09:04,0.302,0,open
2025-01-01 10:09:05,0.193,0,open
2025-01-01 10:09:06,0.317,0,open
2025-01-01 10:09:07,0.227,0,open
2025-01-01 10:09:08,0.273,0,closed
2025-01-01 10:09:09,0.269,0,open
2025-01-01 10:09:10,0.299,0,open
2025-01-01 10:09:11,0.168,0,open
2025-01-01 10:09:12,0.261,0,closed
2025-01-01 10:09:13,0.344,0,open
2025-01-01 10:09:14,0.162,0,closed
2025-01-01 10:09:15,0.26,0,open
2025-01-01 10:09:16,0.192,0,open
2025-01-01 10:09:17,0.181,0,squint
2025-01-01 10:09:18,0.327,0,open
2025-01-01 10:09:19,0.158,0,open
2025-01-01 10:09:20,0.318,0,open
2025-01-01 10:09:21,0.267,0,open
2025-01-01 10:09:22,0.317,0,open
2025-01-01 10:09:23,0.258,0,open
2025-01-01 10:09:24,0.177,0,open
2025-01-01 10:09:25,0.171,0,open
2025-01-01 10:09:26,0.343,0,open
2025-01-01 10:09:27,0.166,0,closed
2025-01-01 10:09:28,0.241,0,closed
2025-01-01 10:09:29,0.274,1,open
2025-01-01 10:09:30,0.268,0,closed
2025-01-01 10:09:31,0.318,0,open
2025-01-01 10:09:32,0.296,0,closed
2025-01-01 10:09:33,0.21,0,open
2025-01-01 10:09:34,0.158,0,open
2025-01-01 10:09:35,0.161,0,closed
2025-01-01 10:09:36,0.267,0,open
2025-01-01 10:09:37,0.217,0,open
2025-01-01 10:09:38,0.335,0,open
2025-01-01 10:09:39,0.328,0,open
2025-01-01 10:09:40,0.287,0,open
2025-01-01 10:09:41,0.324,0,closed
2025-01-01 10:09:42,0.215,0,open
2025-01-01 10:09:43,0.277,0,closed
2025-01-01 10:09:44,0.216,0,closed
2025-01-01 10:09:45,0.234,0,open
2025-01-01 10:09:46,0.223,0,open
2025-01-01 10:09:47,0.238,0,closed
2025-01-01 10:09:48,0.259,0,open
2025-01-01 10:09:49,0.27,0,open
2025-01-01 10:09:50,0.217,0,open
2025-01-01 10:09:51,0.208,0,open
2025-01-01 10:09:52,0.209,0,squint
2025-01-01 10:09:53,0.252,0,closed
2025-01-01 10:09:54,0.221,0,open
2025-01-01 10:09:55,0.207,0,open
2025-01-01 10:09:56,0.267,0,open
2025-01-01 10:09:57,0.288,1,open
2025-01-01 10:09:58,0.267,0,open
2025-01-01 10:09:59,0.262,0,open
2025-01-01 10:10:00,0.238,0,open
2025-01-01 10:10:01,0.229,1,open
2025-01-01 10:10:02,0.161,0,open
2025-01-01 10:10:03,0.198,0,closed
2025-01-01 10:10:04,0.291,0,closed
2025-01-01 10:10:05,0.336,0,closed
2025-01-01 10:10:06,0.257,0,open
2025-01-01 10:10:07,0.177,0,open
2025-01-01 10:10:08,0.313,0,open
2025-01-01 10:10:09,0.167,0,open
2025-01-01 10:10:10,0.252,1,squint
2025-01-01 10:10:11,0.26,0,closed
2025-01-01 10:10:12,0.204,0,open
2025-01-01 10:10:13,0.239,0,open
2025-01-01 10:10:14,0.314,0,open
2025-01-01 10:10:15,0.297,0,open
2025-01-01 10:10:16,0.306,0,open
2025-01-01 10:10:17,0.162,0,closed
2025-01-01 10:10:18,0.299,0,squint
2025-01-01 10:10:19,0.184,0,closed
2025-01-01 10:10:20,0.223,0,open
2025-01-01 10:10:21,0.188,0,squint
2025-01-01 10:10:22,0.278,0,open
2025-01-01 10:10:23,0.29,0,open
2025-01-01 10:10:24,0.182,0,open
2025-01-01 10:10:25,0.193,0,open
2025-01-01 10:10:26,0.245,0,open
2025-01-01 10:10:27,0.286,0,open
2025-01-01 10:10:28,0.311,0,open
2025-01-01 10:10:29,0.228,0,open
2025-01-01 10:10:30,0.185,0,open
2025-01-01 10:10:31,0.295,0,open
2025-01-01 10:10:32,0.255,0,closed
2025-01-01 10:10:33,0.337,0,open
2025-01-01 10:10:34,0.302,1,open
2025-01-01 10:10:35,0.291,0,open
2025-01-01 10:10:36,0.338,0,open
2025-01-01 10:10:37,0.222,0,closed
2025-01-01 10:10:38,0.165,0,open
2025-01-01 10:10:39,0.262,0,open
2025-01-01 10:10:40,0.204,0,open
2025-01-01 10:10:41,0.316,0,closed
2025-01-01 10:10:42,0.334,0,open
2025-01-01 10:10:43,0.26,0,open
2025-01-01 10:10:44,0.226,0,open
2025-01-01 10:10:45,0.309,0,open
2025-01-01 10:10:46,0.29,0,open
2025-01-01 10:10:47,0.181,0,open
2025-01-01 10:10:48,0.226,0,open
2025-01-01 10:10:49,0.195,0,open
2025-01-01 10:10:50,0.246,0,closed
2025-01-01 10:10:51,0.185,0,open
2025-01-01 10:10:52,0.255,0,closed
2025-01-01 10:10:53,0.151,0,open
2025-01-01 10:10:54,0.301,0,open
